;online_transaction_flg;code;category;transaction_amt;customer_id;day_time;day_of_week;time_of_day
3376;online;Агентства по аренде автомобилей;Аренда авто;100;1920576;Четверг Вечер;4;Вечер
3377;online;Лимузины и такси;Транспорт;1100;1920576;Пятница День;5;День
3378;online;Лимузины и такси;Транспорт;900;1920576;Пятница День;5;День
3379;online;Фастфуд;Фаст Фуд;200;1920576;Пятница День;5;День
3380;online;Агентства по прокату автомобилей — нигде более не классифицированные;Аренда авто;100;1920576;Суббота Утро;6;Утро
3381;online;Агентства по прокату автомобилей — нигде более не классифицированные;Аренда авто;300;1920576;Суббота Утро;6;Утро
3382;online;Агентства по аренде автомобилей;Аренда авто;100;1920576;Суббота День;6;День
3383;online;Лимузины и такси;Транспорт;1200;1920576;Суббота Утро;6;Утро
3384;online;Агентства по прокату автомобилей — нигде более не классифицированные;Аренда авто;300;1920576;Суббота Утро;6;Утро
3385;online;Лимузины и такси;Транспорт;600;1920576;Суббота Вечер;6;Вечер
3386;online;Лимузины и такси;Транспорт;1000;1920576;Суббота Вечер;6;Вечер
3387;online;Лимузины и такси;Транспорт;700;1920576;Воскресенье Вечер;7;Вечер
3388;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;100;1928730;Понедельник Вечер;1;Вечер
3389;online;Фастфуд;Фаст Фуд;400;1928730;Понедельник День;1;День
3390;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;100;1928730;Вторник День;2;День
3391;online;Лимузины и такси;Транспорт;800;1928730;Вторник Ночь;2;Ночь
3392;online;Лимузины и такси;Транспорт;500;1928730;Вторник Вечер;2;Вечер
3393;offline;Бакалейные магазины, супермаркеты;Супермаркеты;400;1928730;Вторник Вечер;2;Вечер
3394;offline;Фастфуд;Фаст Фуд;400;1928730;Вторник День;2;День
3395;offline;Фастфуд;Фаст Фуд;1700;1928730;Вторник День;2;День
3396;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;300;1928730;Среда Вечер;3;Вечер
3397;online;Бакалейные магазины, супермаркеты;Супермаркеты;200;1928730;Среда Вечер;3;Вечер
3398;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;90;1928730;Среда Утро;3;Утро
3399;online;Лимузины и такси;Транспорт;300;1928730;Среда День;3;День
3400;online;Лимузины и такси;Транспорт;400;1928730;Среда День;3;День
3401;online;Фастфуд;Фаст Фуд;500;1928730;Среда День;3;День
3402;offline;Бакалейные магазины, супермаркеты;Супермаркеты;2300;1928730;Четверг Вечер;4;Вечер
3403;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;100;1928730;Четверг Вечер;4;Вечер
3404;online;Лимузины и такси;Транспорт;400;1928730;Четверг Вечер;4;Вечер
3405;online;Фастфуд;Фаст Фуд;400;1928730;Четверг День;4;День
3406;online;Лимузины и такси;Транспорт;600;1928730;Пятница Вечер;5;Вечер
3407;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;100;1928730;Пятница День;5;День
3408;online;Лимузины и такси;Транспорт;500;1928730;Пятница Вечер;5;Вечер
3409;online;Бакалейные магазины, супермаркеты;Супермаркеты;400;1928730;Пятница День;5;День
3410;offline;Бакалейные магазины, супермаркеты;Супермаркеты;900;1928730;Пятница Вечер;5;Вечер
3411;offline;Аптеки;Аптеки;1700;1928730;Пятница Вечер;5;Вечер
3412;offline;Места общественного питания, рестораны;Рестораны;200;1928730;Суббота Вечер;6;Вечер
3413;offline;Места общественного питания, рестораны;Рестораны;1500;1928730;Суббота Вечер;6;Вечер
3414;offline;Места общественного питания, рестораны;Рестораны;200;1928730;Суббота День;6;День
3415;offline;Места общественного питания, рестораны;Рестораны;1500;1928730;Воскресенье Вечер;7;Вечер
3416;offline;Одежда для всей семьи;Одежда/Обувь;1600;1928730;Воскресенье День;7;День
3417;offline;Места общественного питания, рестораны;Рестораны;300;1955940;Понедельник День;1;День
3418;offline;Фастфуд;Фаст Фуд;100;1955940;Понедельник Утро;1;Утро
3419;offline;Фастфуд;Фаст Фуд;100;1955940;Вторник Утро;2;Утро
3420;offline;Фастфуд;Фаст Фуд;100;1955940;Среда Утро;3;Утро
3421;offline;Аптеки;Аптеки;70;1955940;Пятница Вечер;5;Вечер
3422;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;40;1955940;Пятница Вечер;5;Вечер
3423;offline;Фастфуд;Фаст Фуд;100;1955940;Пятница День;5;День
3424;offline;Фастфуд;Фаст Фуд;400;1955940;Пятница Утро;5;Утро
3425;offline;Фастфуд;Фаст Фуд;200;1955940;Пятница День;5;День
3426;offline;Фастфуд;Фаст Фуд;200;1955940;Суббота День;6;День
3427;offline;Фастфуд;Фаст Фуд;1700;1955940;Суббота Вечер;6;Вечер
3428;offline;Фастфуд;Фаст Фуд;200;1955940;Суббота День;6;День
3429;offline;Бакалейные магазины, супермаркеты;Супермаркеты;500;1955940;Суббота Вечер;6;Вечер
3430;offline;Государственные услуги — нигде более не классифицированные;Госсборы;100;1955940;Воскресенье День;7;День
3431;offline;Парикмахерские и салоны красоты;Красота;2000;1955940;Воскресенье Вечер;7;Вечер
3432;offline;Фастфуд;Фаст Фуд;200;1955940;Воскресенье Вечер;7;Вечер
3433;offline;Бакалейные магазины, супермаркеты;Супермаркеты;300;1955940;Воскресенье День;7;День
3434;offline;Фастфуд;Фаст Фуд;100;1966956;Понедельник День;1;День
3435;offline;Бакалейные магазины, супермаркеты;Супермаркеты;900;1966956;Понедельник Вечер;1;Вечер
3436;offline;Фастфуд;Фаст Фуд;300;1966956;Вторник День;2;День
3437;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;40;1966956;Среда День;3;День
3438;offline;Фастфуд;Фаст Фуд;90;1966956;Среда День;3;День
3439;offline;Фастфуд;Фаст Фуд;100;1966956;Среда Вечер;3;Вечер
3440;offline;Фастфуд;Фаст Фуд;100;1966956;Среда Утро;3;Утро
3441;offline;Бакалейные магазины, супермаркеты;Супермаркеты;3400;1966956;Среда Вечер;3;Вечер
3442;offline;Аптеки;Аптеки;2500;1966956;Четверг Вечер;4;Вечер
3443;offline;Фастфуд;Фаст Фуд;200;1966956;Четверг День;4;День
3444;online;Фастфуд;Фаст Фуд;1500;1966956;Четверг Утро;4;Утро
3445;online;Фастфуд;Фаст Фуд;300;1966956;Четверг Вечер;4;Вечер
3446;offline;Бакалейные магазины, супермаркеты;Супермаркеты;2000;1966956;Четверг Вечер;4;Вечер
3447;online;Лимузины и такси;Транспорт;200;1966956;Пятница Вечер;5;Вечер
3448;online;Лимузины и такси;Транспорт;100;1966956;Пятница Вечер;5;Вечер
3449;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;40;1966956;Пятница День;5;День
3450;online;Лимузины и такси;Транспорт;200;1966956;Пятница Вечер;5;Вечер
3451;offline;Бакалейные магазины, супермаркеты;Супермаркеты;1400;1966956;Пятница Вечер;5;Вечер
3452;offline;Бакалейные магазины, супермаркеты;Супермаркеты;1200;1966956;Пятница Ночь;5;Ночь
3453;online;Лимузины и такси;Транспорт;100;1966956;Суббота День;6;День
3454;online;Лимузины и такси;Транспорт;100;1966956;Суббота День;6;День
3455;offline;Фастфуд;Фаст Фуд;1300;1966956;Суббота Вечер;6;Вечер
3456;offline;Бакалейные магазины, супермаркеты;Супермаркеты;600;1966956;Суббота Вечер;6;Вечер
3457;offline;Бакалейные магазины, супермаркеты;Супермаркеты;30;1966956;Суббота День;6;День
3458;online;Лимузины и такси;Транспорт;200;1966956;Воскресенье Утро;7;Утро
3459;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;40;1966956;Воскресенье День;7;День
3460;offline;Фастфуд;Фаст Фуд;600;1966956;Воскресенье Вечер;7;Вечер
3461;offline;Бакалейные магазины, супермаркеты;Супермаркеты;500;1966956;Воскресенье Вечер;7;Вечер
3462;offline;Бакалейные магазины, супермаркеты;Супермаркеты;1200;1966956;Воскресенье День;7;День
3463;offline;Фастфуд;Фаст Фуд;100;1966956;Воскресенье Вечер;7;Вечер
3464;offline;Бакалейные магазины, супермаркеты;Супермаркеты;100;1966956;Воскресенье День;7;День
3465;online;Агентства по аренде автомобилей;Аренда авто;20;1979297;Среда Вечер;3;Вечер
3466;offline;Парикмахерские и салоны красоты;Красота;4500;1979297;Пятница Вечер;5;Вечер
3467;online;Агентства по аренде автомобилей;Аренда авто;100;1979297;Пятница Вечер;5;Вечер
3468;offline;Табачные магазины;Разные товары;100;1979297;Пятница Утро;5;Утро
3469;online;Лимузины и такси;Транспорт;10;1979297;Пятница Вечер;5;Вечер
3470;online;Лимузины и такси;Транспорт;100;1979297;Пятница Вечер;5;Вечер
3471;offline;Места общественного питания, рестораны;Рестораны;800;1979297;Суббота Вечер;6;Вечер
3472;online;Лимузины и такси;Транспорт;20;1979297;Воскресенье День;7;День
3473;offline;Бакалейные магазины, супермаркеты;Супермаркеты;100;1979297;Воскресенье День;7;День
3474;online;Лимузины и такси;Транспорт;100;1979297;Воскресенье День;7;День
3475;offline;Бакалейные магазины, супермаркеты;Супермаркеты;3500;1989617;Пятница День;5;День
3476;offline;Места общественного питания, рестораны;Рестораны;100;1997459;Понедельник Утро;1;Утро
3477;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;90;1997459;Понедельник Вечер;1;Вечер
3478;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;200;1997459;Понедельник День;1;День
3479;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;100;1997459;Понедельник Утро;1;Утро
3480;offline;Бакалейные магазины, супермаркеты;Супермаркеты;100;1997459;Вторник Вечер;2;Вечер
3481;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;90;1997459;Вторник Утро;2;Утро
3482;offline;Фастфуд;Фаст Фуд;200;1997459;Вторник Утро;2;Утро
3483;offline;Бакалейные магазины, супермаркеты;Супермаркеты;200;1997459;Вторник Вечер;2;Вечер
3484;offline;Места общественного питания, рестораны;Рестораны;100;1997459;Среда День;3;День
3485;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;400;1997459;Среда День;3;День
3486;offline;Бакалейные магазины, супермаркеты;Супермаркеты;300;1997459;Среда Утро;3;Утро
3487;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;40;1997459;Среда День;3;День
3488;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;70;1997459;Среда День;3;День
3489;offline;Бакалейные магазины, супермаркеты;Супермаркеты;400;1997459;Среда Вечер;3;Вечер
3490;offline;Бакалейные магазины, супермаркеты;Супермаркеты;80;1997459;Среда Утро;3;Утро
3491;offline;Бакалейные магазины, супермаркеты;Супермаркеты;80;1997459;Среда Утро;3;Утро
3492;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;400;1997459;Четверг День;4;День
3493;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;40;1997459;Четверг Утро;4;Утро
3494;offline;Фастфуд;Фаст Фуд;400;1997459;Четверг Утро;4;Утро
3495;online;Места общественного питания, рестораны;Рестораны;200;1997459;Пятница День;5;День
3496;offline;Фастфуд;Фаст Фуд;400;1997459;Пятница Утро;5;Утро
3497;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;100;1997459;Пятница Утро;5;Утро
3498;offline;Бакалейные магазины, супермаркеты;Супермаркеты;60;1997459;Пятница Утро;5;Утро
3499;online;Государственные услуги — нигде более не классифицированные;Госсборы;300;1997459;Суббота День;6;День
3500;offline;Фастфуд;Фаст Фуд;500;1997459;Суббота День;6;День
3501;offline;Фастфуд;Фаст Фуд;100;1997459;Суббота Вечер;6;Вечер
3502;offline;Фастфуд;Фаст Фуд;100;1997459;Суббота Вечер;6;Вечер
3503;offline;Бакалейные магазины, супермаркеты;Супермаркеты;300;1997459;Воскресенье Вечер;7;Вечер
3504;offline;Фастфуд;Фаст Фуд;200;1997459;Воскресенье Вечер;7;Вечер
3505;offline;Места общественного питания, рестораны;Рестораны;100;2006251;Понедельник День;1;День
3506;online;Бакалейные магазины, супермаркеты;Супермаркеты;200;2006251;Среда Утро;3;Утро
3507;online;Агентства по аренде автомобилей;Аренда авто;50;2006251;Четверг Утро;4;Утро
3508;online;Бакалейные магазины, супермаркеты;Супермаркеты;400;2006251;Четверг Вечер;4;Вечер
3509;online;Бакалейные магазины, супермаркеты;Супермаркеты;200;2006251;Пятница Вечер;5;Вечер
3510;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;90;2006251;Суббота Утро;6;Утро
3511;offline;Фастфуд;Фаст Фуд;300;2006251;Суббота Вечер;6;Вечер
3512;offline;Бакалейные магазины, супермаркеты;Супермаркеты;200;2006251;Суббота Вечер;6;Вечер
3513;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;40;2006251;Воскресенье Утро;7;Утро
3514;offline;Фастфуд;Фаст Фуд;100;2006251;Воскресенье День;7;День
3515;online;Бакалейные магазины, супермаркеты;Супермаркеты;200;2006251;Воскресенье Вечер;7;Вечер
3516;offline;Фастфуд;Фаст Фуд;100;2006251;Воскресенье Вечер;7;Вечер
3517;offline;Фастфуд;Фаст Фуд;300;2006251;Воскресенье Вечер;7;Вечер
3518;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;40;2013108;Понедельник День;1;День
3519;online;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;100;2013108;Понедельник Утро;1;Утро
3520;offline;Бакалейные магазины, супермаркеты;Супермаркеты;300;2013108;Понедельник Вечер;1;Вечер
3521;offline;Бакалейные магазины, супермаркеты;Супермаркеты;300;2013108;Понедельник День;1;День
3522;online;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;100;2013108;Вторник Утро;2;Утро
3523;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;40;2013108;Вторник День;2;День
3524;offline;Фастфуд;Фаст Фуд;1400;2013108;Вторник Вечер;2;Вечер
3525;online;Фастфуд;Фаст Фуд;3300;2013108;Вторник День;2;День
3526;offline;Бакалейные магазины, супермаркеты;Супермаркеты;300;2013108;Вторник Вечер;2;Вечер
3527;offline;Бакалейные магазины, супермаркеты;Супермаркеты;300;2013108;Среда Вечер;3;Вечер
3528;online;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;100;2013108;Среда Утро;3;Утро
3529;online;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;100;2013108;Четверг Вечер;4;Вечер
3530;offline;Бакалейные магазины, супермаркеты;Супермаркеты;100;2013108;Четверг Вечер;4;Вечер
3531;online;Лимузины и такси;Транспорт;700;2013108;Пятница Вечер;5;Вечер
3532;offline;Одежда для всей семьи;Одежда/Обувь;3200;2013108;Пятница Вечер;5;Вечер
3533;offline;Фастфуд;Фаст Фуд;400;2013108;Пятница Вечер;5;Вечер
3534;offline;Бакалейные магазины, супермаркеты;Супермаркеты;600;2013108;Пятница Вечер;5;Вечер
3535;online;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;100;2013108;Пятница Вечер;5;Вечер
3536;offline;Фастфуд;Фаст Фуд;300;2013108;Пятница Вечер;5;Вечер
3537;online;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;100;2013108;Суббота Вечер;6;Вечер
3538;offline;Табачные магазины;Разные товары;100;2013108;Суббота Вечер;6;Вечер
3539;offline;Места общественного питания, рестораны;Рестораны;500;2013108;Суббота Вечер;6;Вечер
3540;offline;Фастфуд;Фаст Фуд;1100;2013108;Суббота Вечер;6;Вечер
3541;online;Лимузины и такси;Транспорт;700;2013108;Воскресенье Ночь;7;Ночь
3542;offline;Бакалейные магазины, супермаркеты;Супермаркеты;300;2013108;Воскресенье Вечер;7;Вечер
3543;online;Бакалейные магазины, супермаркеты;Супермаркеты;2300;2013108;Воскресенье День;7;День
3544;offline;Фастфуд;Фаст Фуд;500;2013108;Воскресенье Ночь;7;Ночь
3545;offline;Фастфуд;Фаст Фуд;600;2013108;Воскресенье Ночь;7;Ночь
3546;offline;Автобусные линии;Транспорт;30;2015657;Понедельник День;1;День
3547;offline;Аптеки;Аптеки;500;2015657;Понедельник День;1;День
3548;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;200;2015657;Понедельник День;1;День
3549;offline;Бакалейные магазины, супермаркеты;Супермаркеты;100;2015657;Понедельник День;1;День
3550;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;200;2015657;Понедельник Ночь;1;Ночь
3551;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;200;2015657;Понедельник День;1;День
3552;offline;Фастфуд;Фаст Фуд;50;2015657;Понедельник Утро;1;Утро
3553;offline;Аптеки;Аптеки;200;2015657;Среда День;3;День
3554;offline;Бакалейные магазины, супермаркеты;Супермаркеты;200;2015657;Среда День;3;День
3555;offline;Бакалейные магазины, супермаркеты;Супермаркеты;100;2015657;Среда Вечер;3;Вечер
3556;offline;Бакалейные магазины, супермаркеты;Супермаркеты;100;2015657;Среда День;3;День
3557;offline;Места общественного питания, рестораны;Рестораны;50;2015657;Четверг День;4;День
3558;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;200;2015657;Четверг Ночь;4;Ночь
3559;offline;Места общественного питания, рестораны;Рестораны;200;2015657;Пятница День;5;День
3560;offline;Фастфуд;Фаст Фуд;300;2015657;Пятница День;5;День
3561;offline;Бакалейные магазины, супермаркеты;Супермаркеты;100;2015657;Пятница День;5;День
3562;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;400;2015657;Суббота День;6;День
3563;offline;Магазины с продажей спиртных напитков навынос;Супермаркеты;500;2015657;Суббота Вечер;6;Вечер
3564;offline;Фастфуд;Фаст Фуд;300;2015657;Суббота Вечер;6;Вечер
3565;online;Лимузины и такси;Транспорт;100;2015657;Суббота Утро;6;Утро
3566;offline;Автобусные линии;Транспорт;20;2015657;Суббота День;6;День
3567;offline;Автобусные линии;Транспорт;20;2015657;Суббота Утро;6;Утро
3568;online;Лимузины и такси;Транспорт;100;2015657;Суббота День;6;День
3569;offline;Автобусные линии;Транспорт;20;2015657;Воскресенье Утро;7;Утро
3570;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;500;2015657;Воскресенье Утро;7;Утро
3571;offline;Автобусные линии;Транспорт;20;2015657;Воскресенье День;7;День
3572;offline;Табачные магазины;Разные товары;100;2015657;Воскресенье Утро;7;Утро
3573;offline;Автобусные линии;Транспорт;20;2015657;Воскресенье День;7;День
3574;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;50;2015657;Воскресенье День;7;День
3575;online;Лимузины и такси;Транспорт;100;2015657;Воскресенье День;7;День
3576;offline;Бакалейные магазины, супермаркеты;Супермаркеты;20;2015657;Воскресенье День;7;День
3577;online;Лимузины и такси;Транспорт;200;2015657;Воскресенье Утро;7;Утро
3578;offline;Бакалейные магазины, супермаркеты;Супермаркеты;600;2025305;Понедельник Вечер;1;Вечер
3579;offline;Бакалейные магазины, супермаркеты;Супермаркеты;2700;2025305;Понедельник День;1;День
3580;offline;Фастфуд;Фаст Фуд;1400;2025305;Вторник Утро;2;Утро
3581;offline;Фастфуд;Фаст Фуд;200;2025305;Вторник Ночь;2;Ночь
3582;offline;Аптеки;Аптеки;1700;2025305;Среда День;3;День
3583;offline;Бакалейные магазины, супермаркеты;Супермаркеты;1000;2025305;Среда День;3;День
3584;offline;Фастфуд;Фаст Фуд;1500;2025305;Четверг Утро;4;Утро
3585;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;300;2025305;Четверг День;4;День
3586;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;100;2025305;Пятница День;5;День
3587;offline;Фастфуд;Фаст Фуд;1700;2025305;Пятница Утро;5;Утро
3588;offline;Одежда для всей семьи;Одежда/Обувь;4700;2025305;Суббота Вечер;6;Вечер
3589;offline;Магазины с продажей спиртных напитков навынос;Супермаркеты;300;2025305;Суббота День;6;День
3590;offline;Места общественного питания, рестораны;Рестораны;1800;2025305;Суббота Вечер;6;Вечер
3591;offline;Бакалейные магазины, супермаркеты;Супермаркеты;1100;2025305;Суббота День;6;День
3592;offline;Бакалейные магазины, супермаркеты;Супермаркеты;300;2025305;Суббота День;6;День
3593;offline;Бакалейные магазины, супермаркеты;Супермаркеты;500;2025305;Суббота Вечер;6;Вечер
3594;offline;Заправочные станции (с вспомогательными услугами или без);Топливо;2800;2025305;Воскресенье Вечер;7;Вечер
3595;online;Лимузины и такси;Транспорт;1100;2025305;Воскресенье День;7;День
3596;online;Лимузины и такси;Транспорт;900;2025305;Воскресенье Вечер;7;Вечер
3597;offline;Бакалейные магазины, супермаркеты;Супермаркеты;100;2032988;Понедельник День;1;День
3598;offline;Бакалейные магазины, супермаркеты;Супермаркеты;60;2032988;Понедельник Вечер;1;Вечер
3599;offline;Бакалейные магазины, супермаркеты;Супермаркеты;100;2032988;Понедельник День;1;День
3600;offline;Автобусные линии;Транспорт;60;2032988;Пятница Ночь;5;Ночь
3601;offline;Автобусные линии;Транспорт;60;2032988;Пятница Ночь;5;Ночь
3602;offline;Заправочные станции (с вспомогательными услугами или без);Топливо;2400;2038256;Среда Вечер;3;Вечер
3603;online;Бакалейные магазины, супермаркеты;Супермаркеты;2600;2038256;Среда День;3;День
3604;offline;Фастфуд;Фаст Фуд;400;2038256;Четверг День;4;День
3605;offline;Пассажирские перевозки — пригородные и местные пригородные рейсы, включая паромы;Транспорт;100;2038256;Четверг Утро;4;Утро
3606;online;Лимузины и такси;Транспорт;100;2038256;Четверг День;4;День
3607;offline;Одежда для всей семьи;Одежда/Обувь;1600;2038256;Пятница Вечер;5;Вечер
3608;online;Бакалейные магазины, супермаркеты;Супермаркеты;2800;2038256;Пятница Вечер;5;Вечер
3609;offline;Бакалейные магазины, супермаркеты;Супермаркеты;2200;2038256;Суббота День;6;День
3610;offline;Парикмахерские и салоны красоты;Красота;5800;2038256;Суббота День;6;День
3611;online;Бакалейные магазины, супермаркеты;Супермаркеты;1700;2038256;Суббота Вечер;6;Вечер
3612;online;Лимузины и такси;Транспорт;600;2038256;Суббота День;6;День
3613;online;Фастфуд;Фаст Фуд;1000;2038256;Суббота Вечер;6;Вечер
3614;offline;Фастфуд;Фаст Фуд;300;2038256;Суббота День;6;День
3615;offline;Бакалейные магазины, супермаркеты;Супермаркеты;100;2038256;Суббота День;6;День
3616;offline;Фастфуд;Фаст Фуд;900;2057284;Понедельник День;1;День
3617;offline;Бакалейные магазины, супермаркеты;Супермаркеты;200;2057284;Понедельник Вечер;1;Вечер
3618;offline;Товары для дома;Дом/Ремонт;80;2057284;Вторник День;2;День
3619;offline;Товары для дома;Дом/Ремонт;1000;2057284;Вторник День;2;День
3620;offline;Бакалейные магазины, супермаркеты;Супермаркеты;600;2057284;Вторник Вечер;2;Вечер
3621;offline;Места общественного питания, рестораны;Рестораны;700;2057284;Среда Утро;3;Утро
3622;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;100;2057284;Среда День;3;День
3623;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;100;2057284;Среда День;3;День
3624;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;50;2057284;Среда День;3;День
3625;offline;Бакалейные магазины, супермаркеты;Супермаркеты;600;2057284;Среда День;3;День
3626;offline;Заправочные станции (с вспомогательными услугами или без);Топливо;900;2057284;Среда Утро;3;Утро
3627;offline;Бакалейные магазины, супермаркеты;Супермаркеты;200;2057284;Среда День;3;День
3628;offline;Бакалейные магазины, супермаркеты;Супермаркеты;100;2057284;Среда День;3;День
3629;online;Заправочные станции (с вспомогательными услугами или без);Топливо;900;2057284;Четверг Утро;4;Утро
3630;online;Лимузины и такси;Транспорт;200;2057284;Четверг Вечер;4;Вечер
3631;offline;Фастфуд;Фаст Фуд;200;2057284;Четверг День;4;День
3632;offline;Бакалейные магазины, супермаркеты;Супермаркеты;900;2057284;Четверг Утро;4;Утро
3633;online;Заправочные станции (с вспомогательными услугами или без);Топливо;2000;2057284;Пятница День;5;День
3634;offline;Бакалейные магазины, супермаркеты;Супермаркеты;70;2057284;Пятница День;5;День
3635;offline;Бакалейные магазины, супермаркеты;Супермаркеты;600;2057284;Пятница День;5;День
3636;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;500;2057284;Суббота День;6;День
3637;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;1100;2057284;Воскресенье Утро;7;Утро
3638;offline;Бакалейные магазины, супермаркеты;Супермаркеты;2900;2057284;Воскресенье Утро;7;Утро
3639;offline;Бакалейные магазины, супермаркеты;Супермаркеты;400;2057284;Воскресенье Вечер;7;Вечер
3640;online;Бакалейные магазины, супермаркеты;Супермаркеты;3900;2062933;Четверг День;4;День
3641;online;Лимузины и такси;Транспорт;400;2076416;Понедельник Вечер;1;Вечер
3642;online;Лимузины и такси;Транспорт;600;2076416;Понедельник День;1;День
3643;online;Лимузины и такси;Транспорт;500;2076416;Понедельник День;1;День
3644;online;Лимузины и такси;Транспорт;600;2076416;Вторник Вечер;2;Вечер
3645;online;Лимузины и такси;Транспорт;1000;2076416;Среда Вечер;3;Вечер
3646;online;Лимузины и такси;Транспорт;900;2076416;Среда День;3;День
3647;online;Лимузины и такси;Транспорт;900;2076416;Четверг День;4;День
3648;online;Лимузины и такси;Транспорт;1000;2076416;Четверг День;4;День
3649;online;Лимузины и такси;Транспорт;900;2076416;Пятница Вечер;5;Вечер
3650;online;Лимузины и такси;Транспорт;400;2076416;Пятница День;5;День
3651;online;Лимузины и такси;Транспорт;900;2076416;Суббота Вечер;6;Вечер
3652;online;Лимузины и такси;Транспорт;1000;2076416;Суббота Вечер;6;Вечер
3653;online;Лимузины и такси;Транспорт;1300;2076416;Суббота Ночь;6;Ночь
3654;online;Лимузины и такси;Транспорт;900;2076416;Суббота День;6;День
3655;online;Лимузины и такси;Транспорт;1000;2076416;Суббота Вечер;6;Вечер
3656;offline;Заправочные станции (с вспомогательными услугами или без);Топливо;400;2076883;Понедельник Вечер;1;Вечер
3657;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;20;2076883;Понедельник День;1;День
3658;offline;Различные продовольственные магазины — нигде более не классифицированные;Супермаркеты;20;2076883;Понедельник День;1;День
3659;online;Бакалейные магазины, супермаркеты;Супермаркеты;200;2076883;Понедельник День;1;День
3660;online;Бакалейные магазины, супермаркеты;Супермаркеты;200;2076883;Понедельник День;1;День
3661;online;Бакалейные магазины, супермаркеты;Супермаркеты;100;2076883;Вторник День;2;День
3662;offline;Места общественного питания, рестораны;Рестораны;100;2076883;Вторник Утро;2;Утро
3663;offline;Фастфуд;Фаст Фуд;200;2076883;Вторник Вечер;2;Вечер
3664;online;Бакалейные магазины, супермаркеты;Супермаркеты;500;2076883;Среда Вечер;3;Вечер
3665;offline;Табачные магазины;Разные товары;300;2076883;Четверг Утро;4;Утро
3666;offline;Бакалейные магазины, супермаркеты;Супермаркеты;20;2076883;Четверг Вечер;4;Вечер
3667;offline;Бакалейные магазины, супермаркеты;Супермаркеты;2;2076883;Четверг Утро;4;Утро
3668;offline;Бакалейные магазины, супермаркеты;Супермаркеты;40;2076883;Четверг Вечер;4;Вечер
3669;online;Лимузины и такси;Транспорт;200;2076883;Пятница Вечер;5;Вечер
