,online_transaction_flg,code,category,transaction_amt,day_of_week,time_of_day,customer_id,day_time
3256,offline,4111,Транспорт,90,4,Вечер,1484767,Четверг Вечер
3257,offline,5411,Супермаркеты,200,4,Утро,1484767,Четверг Утро
3258,offline,5411,Супермаркеты,80,4,Вечер,1484767,Четверг Вечер
3259,online,3423,Аренда авто,200,5,День,1484767,Пятница День
3260,offline,5814,Фаст Фуд,50,5,День,1484767,Пятница День
3261,offline,5814,Фаст Фуд,200,5,День,1484767,Пятница День
3262,offline,5999,Разные товары,400,6,День,1484767,Суббота День
3263,online,7997,Развлечения,1000,6,Вечер,1484767,Суббота Вечер
3264,offline,5462,Супермаркеты,100,6,День,1484767,Суббота День
3265,offline,5411,Супермаркеты,800,6,Утро,1484767,Суббота Утро
3266,offline,7832,Кино,1100,7,День,1484767,Воскресенье День
3267,offline,7832,Кино,800,7,День,1484767,Воскресенье День
3268,offline,7832,Кино,100,7,День,1484767,Воскресенье День
3269,offline,5813,Рестораны,400,7,День,1484767,Воскресенье День
3270,offline,7523,Транспорт,200,7,Вечер,1484767,Воскресенье Вечер
3271,online,4121,Транспорт,100,1,Вечер,1490539,Понедельник Вечер
3272,online,5814,Фаст Фуд,300,1,Вечер,1490539,Понедельник Вечер
3273,online,4121,Транспорт,200,1,Вечер,1490539,Понедельник Вечер
3274,online,4121,Транспорт,200,1,Ночь,1490539,Понедельник Ночь
3275,online,5814,Фаст Фуд,70,1,Вечер,1490539,Понедельник Вечер
3276,online,4121,Транспорт,200,2,День,1490539,Вторник День
3277,online,4121,Транспорт,100,2,Вечер,1490539,Вторник Вечер
3278,online,5411,Супермаркеты,600,2,Вечер,1490539,Вторник Вечер
3279,online,4121,Транспорт,200,3,Ночь,1490539,Среда Ночь
3280,online,4121,Транспорт,200,3,День,1490539,Среда День
3281,online,5399,Разные товары,3200,4,Вечер,1490539,Четверг Вечер
3282,online,4121,Транспорт,200,4,Ночь,1490539,Четверг Ночь
3283,online,5411,Супермаркеты,70,4,День,1490539,Четверг День
3284,online,5411,Супермаркеты,1300,4,День,1490539,Четверг День
3285,online,8999,НКО,100,5,День,1490539,Пятница День
3286,online,3423,Аренда авто,70,5,Ночь,1490539,Пятница Ночь
3287,online,5411,Супермаркеты,400,5,Утро,1490539,Пятница Утро
3288,online,5411,Супермаркеты,500,6,Утро,1490539,Суббота Утро
3289,offline,5814,Фаст Фуд,1100,6,День,1490539,Суббота День
3290,online,4121,Транспорт,1000,6,Утро,1490539,Суббота Утро
3291,offline,7230,Красота,900,6,Вечер,1498476,Суббота Вечер
3292,offline,7542,Автоуслуги,400,7,День,1498476,Воскресенье День
3293,offline,5411,Супермаркеты,200,1,Вечер,1511302,Понедельник Вечер
3294,online,7997,Развлечения,3100,2,Вечер,1511302,Вторник Вечер
3295,online,7922,Развлечения,1600,2,Ночь,1511302,Вторник Ночь
3296,offline,5411,Супермаркеты,200,2,День,1511302,Вторник День
3297,offline,5411,Супермаркеты,300,2,Вечер,1511302,Вторник Вечер
3298,offline,5814,Фаст Фуд,700,3,Вечер,1511302,Среда Вечер
3299,offline,5411,Супермаркеты,200,3,Вечер,1511302,Среда Вечер
3300,online,7999,Развлечения,100,4,Ночь,1511302,Четверг Ночь
3301,online,7999,Развлечения,100,4,Вечер,1511302,Четверг Вечер
3302,offline,5411,Супермаркеты,100,4,Вечер,1511302,Четверг Вечер
3303,offline,5814,Фаст Фуд,200,4,Вечер,1511302,Четверг Вечер
3304,offline,5411,Супермаркеты,400,4,Вечер,1511302,Четверг Вечер
3305,online,4121,Транспорт,200,5,Ночь,1511302,Пятница Ночь
3306,offline,5411,Супермаркеты,40,5,Вечер,1511302,Пятница Вечер
3307,offline,5411,Супермаркеты,700,5,Вечер,1511302,Пятница Вечер
3308,offline,5411,Супермаркеты,700,7,Вечер,1511302,Воскресенье Вечер
3309,offline,5411,Супермаркеты,90,7,Вечер,1511302,Воскресенье Вечер
3310,online,7999,Развлечения,30,1,День,1512183,Понедельник День
3311,online,5734,Разные товары,300,1,Вечер,1512183,Понедельник Вечер
3312,offline,4131,Транспорт,30,1,Утро,1512183,Понедельник Утро
3313,offline,4111,Транспорт,100,1,День,1512183,Понедельник День
3314,offline,5499,Супермаркеты,200,1,День,1512183,Понедельник День
3315,offline,4111,Транспорт,90,1,Утро,1512183,Понедельник Утро
3316,online,7999,Развлечения,100,3,Вечер,1512183,Среда Вечер
3317,offline,5499,Супермаркеты,200,3,Вечер,1512183,Среда Вечер
3318,offline,5411,Супермаркеты,800,3,Вечер,1512183,Среда Вечер
3319,online,4814,Связь/Телеком,30,4,День,1512183,Четверг День
3320,offline,5499,Супермаркеты,200,7,День,1512183,Воскресенье День
3321,online,5814,Фаст Фуд,900,1,Вечер,1529875,Понедельник Вечер
3322,online,5814,Фаст Фуд,90,1,Вечер,1529875,Понедельник Вечер
3323,online,7999,Развлечения,200,2,Вечер,1529875,Вторник Вечер
3324,online,4121,Транспорт,10,2,Вечер,1529875,Вторник Вечер
3325,offline,5411,Супермаркеты,700,2,Вечер,1529875,Вторник Вечер
3326,online,4121,Транспорт,300,2,Вечер,1529875,Вторник Вечер
3327,online,5814,Фаст Фуд,90,3,Вечер,1529875,Среда Вечер
3328,online,5814,Фаст Фуд,1400,3,Вечер,1529875,Среда Вечер
3329,online,5814,Фаст Фуд,1800,4,Вечер,1529875,Четверг Вечер
3330,online,5814,Фаст Фуд,1000,4,День,1529875,Четверг День
3331,online,5814,Фаст Фуд,90,4,День,1529875,Четверг День
3332,offline,5691,Одежда/Обувь,16000,5,Утро,1529875,Пятница Утро
3333,offline,5399,Разные товары,600,6,Вечер,1529875,Суббота Вечер
3334,offline,5411,Супермаркеты,300,6,Вечер,1529875,Суббота Вечер
3335,offline,5499,Супермаркеты,10,7,Ночь,1529875,Воскресенье Ночь
3336,online,4121,Транспорт,300,7,Вечер,1529875,Воскресенье Вечер
3337,online,5814,Фаст Фуд,2000,7,Вечер,1529875,Воскресенье Вечер
3338,online,4121,Транспорт,10,7,Вечер,1529875,Воскресенье Вечер
3339,offline,5411,Супермаркеты,1100,3,Вечер,1530099,Среда Вечер
3340,online,4899,Связь/Телеком,500,3,Ночь,1530099,Среда Ночь
3341,offline,5411,Супермаркеты,700,5,Вечер,1530099,Пятница Вечер
3342,offline,4131,Транспорт,50,6,День,1530099,Суббота День
3343,online,7922,Развлечения,1500,6,Вечер,1530099,Суббота Вечер
3344,offline,4131,Транспорт,50,6,День,1530099,Суббота День
3345,offline,4131,Транспорт,50,6,День,1530099,Суббота День
3346,offline,5411,Супермаркеты,1700,6,Вечер,1530099,Суббота Вечер
3347,offline,5944,Одежда/Обувь,400,6,День,1530099,Суббота День
3348,online,5814,Фаст Фуд,2200,7,День,1530099,Воскресенье День
3349,offline,5921,Супермаркеты,200,1,День,1532279,Понедельник День
3350,online,9311,Госсборы,3300,1,Утро,1532279,Понедельник Утро
3351,online,9311,Госсборы,2500,1,Утро,1532279,Понедельник Утро
3352,offline,5814,Фаст Фуд,600,1,День,1532279,Понедельник День
3353,offline,5814,Фаст Фуд,500,1,День,1532279,Понедельник День
3354,offline,5921,Супермаркеты,300,1,День,1532279,Понедельник День
3355,offline,5411,Супермаркеты,200,1,Утро,1532279,Понедельник Утро
3356,offline,4131,Транспорт,40,2,Утро,1532279,Вторник Утро
3357,offline,5411,Супермаркеты,50,2,Вечер,1532279,Вторник Вечер
3358,offline,4131,Транспорт,40,2,Вечер,1532279,Вторник Вечер
3359,offline,4131,Транспорт,40,3,Утро,1532279,Среда Утро
3360,offline,7230,Красота,400,3,День,1532279,Среда День
3361,offline,4131,Транспорт,40,3,Вечер,1532279,Среда Вечер
3362,offline,9402,Госсборы,100,3,Утро,1532279,Среда Утро
3363,offline,5411,Супермаркеты,200,3,День,1532279,Среда День
3364,offline,5411,Супермаркеты,100,3,Вечер,1532279,Среда Вечер
3365,offline,5411,Супермаркеты,50,3,Вечер,1532279,Среда Вечер
3366,offline,5411,Супермаркеты,100,3,День,1532279,Среда День
3367,offline,5411,Супермаркеты,100,3,Вечер,1532279,Среда Вечер
3368,offline,5411,Супермаркеты,10,3,Вечер,1532279,Среда Вечер
3369,offline,5411,Супермаркеты,200,3,День,1532279,Среда День
3370,offline,5411,Супермаркеты,500,3,День,1532279,Среда День
3371,offline,5814,Фаст Фуд,70,3,Вечер,1532279,Среда Вечер
3372,offline,4131,Транспорт,40,4,Утро,1532279,Четверг Утро
3373,offline,5411,Супермаркеты,80,4,Вечер,1532279,Четверг Вечер
3374,offline,5411,Супермаркеты,400,4,Утро,1532279,Четверг Утро
3375,offline,4131,Транспорт,40,4,Вечер,1532279,Четверг Вечер
3376,offline,5912,Аптеки,400,5,Вечер,1532279,Пятница Вечер
3377,offline,4131,Транспорт,40,5,Утро,1532279,Пятница Утро
3378,offline,5411,Супермаркеты,600,5,Утро,1532279,Пятница Утро
3379,offline,5411,Супермаркеты,300,5,Вечер,1532279,Пятница Вечер
3380,offline,5411,Супермаркеты,300,5,День,1532279,Пятница День
3381,offline,5814,Фаст Фуд,100,5,День,1532279,Пятница День
3382,online,5200,Дом/Ремонт,2400,6,День,1532279,Суббота День
3383,offline,7538,Автоуслуги,30,6,День,1532279,Суббота День
3384,offline,5411,Супермаркеты,100,6,День,1532279,Суббота День
3385,offline,5411,Супермаркеты,10,6,Утро,1532279,Суббота Утро
3386,offline,8099,Медицинские услуги,1900,6,Утро,1532279,Суббота Утро
3387,offline,5411,Супермаркеты,200,6,День,1532279,Суббота День
3388,offline,5411,Супермаркеты,70,6,Утро,1532279,Суббота Утро
3389,offline,5411,Супермаркеты,100,7,Утро,1532279,Воскресенье Утро
3390,offline,5411,Супермаркеты,300,7,День,1532279,Воскресенье День
3391,offline,5311,Разные товары,200,7,День,1532279,Воскресенье День
3392,offline,5814,Фаст Фуд,70,7,День,1532279,Воскресенье День
3393,offline,5411,Супермаркеты,30,7,День,1532279,Воскресенье День
3394,offline,5411,Супермаркеты,100,7,Утро,1532279,Воскресенье Утро
3395,offline,5411,Супермаркеты,1200,7,День,1532279,Воскресенье День
3396,offline,5921,Супермаркеты,100,1,День,1548146,Понедельник День
3397,offline,5921,Супермаркеты,100,1,День,1548146,Понедельник День
3398,offline,5411,Супермаркеты,400,1,Ночь,1548146,Понедельник Ночь
3399,offline,5411,Супермаркеты,400,1,Ночь,1548146,Понедельник Ночь
3400,offline,5411,Супермаркеты,100,2,Утро,1548146,Вторник Утро
3401,offline,5411,Супермаркеты,100,2,Утро,1548146,Вторник Утро
3402,offline,5921,Супермаркеты,100,5,День,1548146,Пятница День
3403,offline,5921,Супермаркеты,100,5,День,1548146,Пятница День
3404,offline,5311,Разные товары,900,1,Утро,1549451,Понедельник Утро
3405,offline,5411,Супермаркеты,30,1,День,1549451,Понедельник День
3406,offline,4111,Транспорт,40,1,День,1549451,Понедельник День
3407,offline,4111,Транспорт,40,1,Утро,1549451,Понедельник Утро
3408,offline,4111,Транспорт,40,1,Вечер,1549451,Понедельник Вечер
3409,offline,5441,Супермаркеты,300,1,Утро,1549451,Понедельник Утро
3410,online,7999,Развлечения,40,2,Утро,1549451,Вторник Утро
3411,offline,5499,Супермаркеты,200,2,Вечер,1549451,Вторник Вечер
3412,offline,4111,Транспорт,40,2,Утро,1549451,Вторник Утро
3413,offline,4111,Транспорт,40,2,Вечер,1549451,Вторник Вечер
3414,offline,5411,Супермаркеты,200,2,День,1549451,Вторник День
3415,online,7999,Развлечения,30,3,Вечер,1549451,Среда Вечер
3416,online,9399,Госсборы,2500,3,Утро,1549451,Среда Утро
3417,online,9399,Госсборы,1100,3,Утро,1549451,Среда Утро
3418,offline,5912,Аптеки,30,3,Вечер,1549451,Среда Вечер
3419,offline,5411,Супермаркеты,70,3,День,1549451,Среда День
3420,online,5411,Супермаркеты,2600,3,Утро,1549451,Среда Утро
3421,offline,4111,Транспорт,40,3,Утро,1549451,Среда Утро
3422,offline,4111,Транспорт,40,3,Вечер,1549451,Среда Вечер
3423,offline,5111,Книги,50,3,День,1549451,Среда День
3424,online,7999,Развлечения,30,3,Утро,1549451,Среда Утро
3425,offline,5977,Красота,3000,3,День,1549451,Среда День
3426,offline,5992,Цветы,1400,4,Утро,1549451,Четверг Утро
3427,offline,5441,Супермаркеты,300,4,Утро,1549451,Четверг Утро
3428,offline,4111,Транспорт,40,4,Утро,1549451,Четверг Утро
3429,offline,5499,Супермаркеты,200,4,Вечер,1549451,Четверг Вечер
3430,offline,4111,Транспорт,40,4,Ночь,1549451,Четверг Ночь
3431,online,7999,Развлечения,40,5,Утро,1549451,Пятница Утро
3432,offline,5912,Аптеки,1300,5,Вечер,1549451,Пятница Вечер
3433,offline,5499,Супермаркеты,50,5,Вечер,1549451,Пятница Вечер
3434,offline,4111,Транспорт,40,5,Утро,1549451,Пятница Утро
3435,offline,4111,Транспорт,40,5,Вечер,1549451,Пятница Вечер
3436,offline,5411,Супермаркеты,1500,5,День,1549451,Пятница День
3437,offline,8011,Медицинские услуги,1600,6,День,1549451,Суббота День
3438,online,7999,Развлечения,60,6,День,1549451,Суббота День
3439,online,7999,Развлечения,60,6,День,1549451,Суббота День
3440,offline,5499,Супермаркеты,500,6,День,1549451,Суббота День
3441,offline,5499,Супермаркеты,20,6,День,1549451,Суббота День
3442,offline,5411,Супермаркеты,600,6,День,1549451,Суббота День
3443,online,5814,Фаст Фуд,1700,1,Утро,1558327,Понедельник Утро
3444,online,7311,Сервисные услуги,500,1,Вечер,1565414,Понедельник Вечер
3445,online,3423,Аренда авто,100,3,Утро,1565414,Среда Утро
3446,offline,5411,Супермаркеты,70,5,Ночь,1565414,Пятница Ночь
3447,online,7512,Аренда авто,300,6,Утро,1565414,Суббота Утро
3448,offline,8999,НКО,5,6,День,1565414,Суббота День
3449,online,7512,Аренда авто,800,6,День,1565414,Суббота День
3450,offline,7395,Фото/Видео,10,6,День,1565414,Суббота День
3451,online,5399,Разные товары,400,6,Вечер,1565414,Суббота Вечер
3452,offline,5812,Рестораны,100,6,День,1565414,Суббота День
3453,offline,5812,Рестораны,60,6,День,1565414,Суббота День
3454,online,7512,Аренда авто,300,6,Утро,1565414,Суббота Утро
3455,online,7512,Аренда авто,400,6,Утро,1565414,Суббота Утро
3456,offline,5812,Рестораны,60,6,День,1565414,Суббота День
3457,offline,5812,Рестораны,50,6,День,1565414,Суббота День
3458,offline,5499,Супермаркеты,100,6,День,1565414,Суббота День
3459,offline,4111,Транспорт,100,6,День,1565414,Суббота День
3460,offline,5411,Супермаркеты,200,6,Вечер,1565414,Суббота Вечер
3461,offline,9402,Госсборы,500,6,Вечер,1565414,Суббота Вечер
3462,online,5814,Фаст Фуд,300,6,День,1565414,Суббота День
3463,offline,4111,Транспорт,20,7,Вечер,1565414,Воскресенье Вечер
3464,offline,4111,Транспорт,40,7,День,1565414,Воскресенье День
3465,offline,5814,Фаст Фуд,100,7,Вечер,1565414,Воскресенье Вечер
3466,offline,5411,Супермаркеты,100,7,Ночь,1565414,Воскресенье Ночь
3467,offline,5912,Аптеки,300,3,День,1581474,Среда День
3468,offline,5814,Фаст Фуд,50,3,Вечер,1581474,Среда Вечер
3469,offline,5411,Супермаркеты,200,7,День,1581474,Воскресенье День
3470,online,5735,Музыка,100,1,День,1587282,Понедельник День
3471,offline,5411,Супермаркеты,200,1,Вечер,1587282,Понедельник Вечер
3472,online,5411,Супермаркеты,100,5,Вечер,1587282,Пятница Вечер
3473,online,3423,Аренда авто,100,7,День,1587282,Воскресенье День
3474,offline,5814,Фаст Фуд,300,1,День,1601631,Понедельник День
3475,online,4511,Авиабилеты,11000,2,Утро,1601631,Вторник Утро
3476,online,7999,Развлечения,3500,2,Вечер,1601631,Вторник Вечер
3477,offline,5411,Супермаркеты,60,2,Вечер,1601631,Вторник Вечер
3478,offline,5814,Фаст Фуд,800,2,День,1601631,Вторник День
3479,offline,5411,Супермаркеты,70,3,Утро,1601631,Среда Утро
3480,offline,5411,Супермаркеты,20,3,Утро,1601631,Среда Утро
3481,online,4111,Транспорт,300,4,Вечер,1601631,Четверг Вечер
3482,offline,5411,Супермаркеты,100,4,Утро,1601631,Четверг Утро
3483,offline,5992,Цветы,700,5,День,1601631,Пятница День
3484,online,3423,Аренда авто,800,5,Вечер,1601631,Пятница Вечер
3485,offline,5499,Супермаркеты,200,5,День,1601631,Пятница День
3486,offline,5411,Супермаркеты,200,5,День,1601631,Пятница День
3487,online,4121,Транспорт,200,5,Ночь,1601631,Пятница Ночь
3488,offline,5411,Супермаркеты,100,5,Утро,1601631,Пятница Утро
3489,offline,5411,Супермаркеты,800,5,Утро,1601631,Пятница Утро
3490,offline,5411,Супермаркеты,50,5,Вечер,1601631,Пятница Вечер
3491,offline,5411,Супермаркеты,50,5,День,1601631,Пятница День
3492,online,3431,Аренда авто,20,6,Утро,1601631,Суббота Утро
3493,online,4121,Транспорт,90,6,День,1601631,Суббота День
3494,offline,5921,Супермаркеты,1500,6,День,1601631,Суббота День
3495,online,4121,Транспорт,100,6,День,1601631,Суббота День
3496,online,4121,Транспорт,100,6,Вечер,1601631,Суббота Вечер
3497,offline,5411,Супермаркеты,100,6,День,1601631,Суббота День
3498,offline,5411,Супермаркеты,40,6,Вечер,1601631,Суббота Вечер
3499,offline,5732,Разные товары,400,7,День,1601631,Воскресенье День
3500,online,3429,Аренда авто,100,7,Вечер,1601631,Воскресенье Вечер
3501,offline,5942,Книги,100,7,Вечер,1601631,Воскресенье Вечер
3502,offline,5499,Супермаркеты,200,7,День,1601631,Воскресенье День
3503,online,4121,Транспорт,100,7,Утро,1601631,Воскресенье Утро
3504,offline,5411,Супермаркеты,100,7,Утро,1601631,Воскресенье Утро
3505,offline,5411,Супермаркеты,100,7,День,1601631,Воскресенье День
3506,offline,5814,Фаст Фуд,50,1,День,1610249,Понедельник День
3507,offline,5411,Супермаркеты,900,1,Вечер,1617916,Понедельник Вечер
3508,offline,4111,Транспорт,40,1,Вечер,1617916,Понедельник Вечер
3509,offline,8099,Медицинские услуги,10000,2,Вечер,1617916,Вторник Вечер
3510,offline,4111,Транспорт,90,3,День,1617916,Среда День
3511,offline,4111,Транспорт,90,4,День,1617916,Четверг День
3512,offline,4111,Транспорт,90,5,День,1617916,Пятница День
3513,offline,5411,Супермаркеты,300,5,Вечер,1617916,Пятница Вечер
3514,offline,5995,Животные,400,6,День,1617916,Суббота День
3515,offline,5311,Разные товары,90,6,День,1617916,Суббота День
3516,offline,5411,Супермаркеты,200,6,День,1617916,Суббота День
3517,offline,4131,Транспорт,60,1,Утро,1627396,Понедельник Утро
3518,offline,4131,Транспорт,60,1,Вечер,1627396,Понедельник Вечер
3519,offline,4131,Транспорт,60,2,Утро,1627396,Вторник Утро
3520,offline,4131,Транспорт,60,2,Вечер,1627396,Вторник Вечер
3521,online,4900,Дом/Ремонт,5000,3,Утро,1627396,Среда Утро
3522,online,4900,Дом/Ремонт,1700,3,Утро,1627396,Среда Утро
3523,offline,4131,Транспорт,60,3,Утро,1627396,Среда Утро
3524,offline,4131,Транспорт,60,3,Вечер,1627396,Среда Вечер
3525,offline,4131,Транспорт,60,4,Вечер,1627396,Четверг Вечер
3526,online,9311,Госсборы,200,5,День,1627396,Пятница День
3527,offline,4131,Транспорт,60,5,Утро,1627396,Пятница Утро
3528,offline,4111,Транспорт,40,6,День,1627396,Суббота День
3529,offline,5411,Супермаркеты,1500,6,Вечер,1627396,Суббота Вечер
3530,offline,5814,Фаст Фуд,400,6,День,1627396,Суббота День
3531,offline,5814,Фаст Фуд,1000,6,Утро,1627396,Суббота Утро
3532,offline,5499,Супермаркеты,200,7,День,1627396,Воскресенье День
3533,offline,5411,Супермаркеты,600,7,Вечер,1627396,Воскресенье Вечер
3534,offline,5411,Супермаркеты,600,1,Утро,1627786,Понедельник Утро
3535,offline,5814,Фаст Фуд,200,3,День,1627786,Среда День
3536,offline,8099,Медицинские услуги,5000,3,День,1627786,Среда День
3537,offline,5945,Разные товары,600,4,День,1627786,Четверг День
3538,offline,5411,Супермаркеты,700,4,День,1627786,Четверг День
3539,offline,5945,Разные товары,200,4,День,1627786,Четверг День
3540,offline,7230,Красота,7200,5,Утро,1627786,Пятница Утро
3541,offline,5691,Одежда/Обувь,600,5,День,1627786,Пятница День
3542,offline,5411,Супермаркеты,600,5,День,1627786,Пятница День
3543,offline,5691,Одежда/Обувь,3000,6,Утро,1627786,Суббота Утро
3544,offline,5411,Супермаркеты,600,6,Утро,1627786,Суббота Утро
3545,offline,5411,Супермаркеты,80,7,День,1627786,Воскресенье День
3546,offline,5661,Одежда/Обувь,7100,1,День,1629811,Понедельник День
3547,offline,5812,Рестораны,2100,1,День,1629811,Понедельник День
3548,offline,5722,Дом/Ремонт,18000,1,День,1629811,Понедельник День
3549,online,4899,Связь/Телеком,200,1,Вечер,1629811,Понедельник Вечер
3550,offline,5814,Фаст Фуд,80,1,Утро,1629811,Понедельник Утро
3551,online,4899,Связь/Телеком,300,4,Вечер,1629811,Четверг Вечер
3552,offline,5912,Аптеки,300,6,Вечер,1629811,Суббота Вечер
3553,online,4899,Связь/Телеком,100,6,День,1629811,Суббота День
3554,offline,5814,Фаст Фуд,1200,6,Вечер,1629811,Суббота Вечер
3555,offline,5411,Супермаркеты,800,6,Вечер,1629811,Суббота Вечер
3556,online,5411,Супермаркеты,600,7,День,1629811,Воскресенье День
3557,online,4899,Связь/Телеком,100,7,Вечер,1629811,Воскресенье Вечер
3558,offline,5993,Разные товары,100,1,Вечер,1637301,Понедельник Вечер
3559,offline,5814,Фаст Фуд,100,1,Утро,1637301,Понедельник Утро
3560,offline,5411,Супермаркеты,500,1,Вечер,1637301,Понедельник Вечер
3561,offline,5311,Разные товары,20,2,День,1637301,Вторник День
3562,offline,5411,Супермаркеты,300,2,Вечер,1637301,Вторник Вечер
3563,offline,5921,Супермаркеты,200,2,Вечер,1637301,Вторник Вечер
3564,offline,5921,Супермаркеты,100,2,Вечер,1637301,Вторник Вечер
3565,offline,5814,Фаст Фуд,800,2,Вечер,1637301,Вторник Вечер
3566,online,4722,Турагентства,140000,3,Ночь,1637301,Среда Ночь
3567,offline,5541,Топливо,1800,3,Вечер,1637301,Среда Вечер
3568,offline,5499,Супермаркеты,100,3,Ночь,1637301,Среда Ночь
3569,offline,5921,Супермаркеты,200,3,Вечер,1637301,Среда Вечер
3570,offline,5499,Супермаркеты,200,3,Ночь,1637301,Среда Ночь
3571,offline,5499,Супермаркеты,500,3,Вечер,1637301,Среда Вечер
3572,offline,5411,Супермаркеты,30,3,Вечер,1637301,Среда Вечер
3573,offline,5812,Рестораны,4200,4,День,1637301,Четверг День
3574,offline,5541,Топливо,700,4,День,1637301,Четверг День
3575,online,4131,Транспорт,500,4,Утро,1637301,Четверг Утро
3576,offline,5812,Рестораны,300,4,Вечер,1637301,Четверг Вечер
3577,offline,5812,Рестораны,1200,4,Ночь,1637301,Четверг Ночь
3578,offline,5499,Супермаркеты,100,4,Утро,1637301,Четверг Утро
3579,offline,5411,Супермаркеты,300,4,Вечер,1637301,Четверг Вечер
3580,offline,7998,Развлечения,1200,4,День,1637301,Четверг День
3581,offline,5993,Разные товары,300,5,День,1637301,Пятница День
3582,offline,5814,Фаст Фуд,200,5,Утро,1637301,Пятница Утро
3583,offline,5411,Супермаркеты,3000,5,День,1637301,Пятница День
3584,offline,5921,Супермаркеты,100,6,Вечер,1637301,Суббота Вечер
3585,offline,5411,Супермаркеты,300,6,Вечер,1637301,Суббота Вечер
3586,offline,5921,Супермаркеты,300,7,Вечер,1637301,Воскресенье Вечер
3587,offline,5331,Разные товары,100,1,Вечер,1637818,Понедельник Вечер
3588,offline,5331,Разные товары,100,1,Вечер,1637818,Понедельник Вечер
3589,offline,5814,Фаст Фуд,50,1,День,1637818,Понедельник День
3590,offline,4111,Транспорт,90,1,Утро,1637818,Понедельник Утро
3591,offline,5411,Супермаркеты,600,1,Вечер,1637818,Понедельник Вечер
3592,offline,5814,Фаст Фуд,200,1,Утро,1637818,Понедельник Утро
3593,offline,4111,Транспорт,90,1,Утро,1637818,Понедельник Утро
3594,offline,5814,Фаст Фуд,50,1,День,1637818,Понедельник День
3595,offline,5814,Фаст Фуд,200,1,Утро,1637818,Понедельник Утро
3596,offline,5411,Супермаркеты,600,1,Вечер,1637818,Понедельник Вечер
3597,online,3429,Аренда авто,2400,2,День,1637818,Вторник День
3598,online,3423,Аренда авто,100,2,Вечер,1637818,Вторник Вечер
3599,online,3423,Аренда авто,100,2,Вечер,1637818,Вторник Вечер
3600,offline,4111,Транспорт,90,2,Утро,1637818,Вторник Утро
3601,offline,5411,Супермаркеты,60,2,Утро,1637818,Вторник Утро
3602,offline,5411,Супермаркеты,60,2,Утро,1637818,Вторник Утро
3603,offline,5814,Фаст Фуд,60,2,День,1637818,Вторник День
3604,offline,4111,Транспорт,90,2,Утро,1637818,Вторник Утро
3605,online,3429,Аренда авто,2400,2,День,1637818,Вторник День
3606,offline,5814,Фаст Фуд,800,2,Вечер,1637818,Вторник Вечер
3607,offline,5814,Фаст Фуд,800,2,Вечер,1637818,Вторник Вечер
3608,offline,5814,Фаст Фуд,60,2,День,1637818,Вторник День
3609,offline,5331,Разные товары,100,3,Вечер,1637818,Среда Вечер
3610,offline,5814,Фаст Фуд,400,3,Вечер,1637818,Среда Вечер
3611,offline,5814,Фаст Фуд,400,3,Вечер,1637818,Среда Вечер
3612,offline,5331,Разные товары,100,3,Вечер,1637818,Среда Вечер
3613,offline,5331,Разные товары,200,4,Вечер,1637818,Четверг Вечер
3614,offline,5331,Разные товары,200,4,Вечер,1637818,Четверг Вечер
3615,offline,5814,Фаст Фуд,60,4,День,1637818,Четверг День
3616,online,5814,Фаст Фуд,1100,4,Вечер,1637818,Четверг Вечер
3617,offline,4111,Транспорт,90,4,Утро,1637818,Четверг Утро
3618,online,5814,Фаст Фуд,1100,4,Вечер,1637818,Четверг Вечер
3619,offline,4111,Транспорт,90,4,Утро,1637818,Четверг Утро
3620,offline,5814,Фаст Фуд,200,4,День,1637818,Четверг День
3621,offline,5814,Фаст Фуд,100,4,Утро,1637818,Четверг Утро
3622,offline,5814,Фаст Фуд,60,4,День,1637818,Четверг День
3623,offline,5814,Фаст Фуд,200,4,День,1637818,Четверг День
3624,offline,5814,Фаст Фуд,100,4,Утро,1637818,Четверг Утро
3625,offline,5331,Разные товары,200,5,Вечер,1637818,Пятница Вечер
3626,offline,5331,Разные товары,200,5,Вечер,1637818,Пятница Вечер
3627,online,7832,Кино,600,6,Ночь,1637818,Суббота Ночь
3628,online,7832,Кино,600,6,Ночь,1637818,Суббота Ночь
3629,offline,7832,Кино,500,6,Утро,1637818,Суббота Утро
3630,offline,7832,Кино,500,6,Утро,1637818,Суббота Утро
3631,offline,5331,Разные товары,200,6,День,1637818,Суббота День
3632,offline,5331,Разные товары,200,6,День,1637818,Суббота День
3633,offline,4111,Транспорт,90,6,Утро,1637818,Суббота Утро
3634,offline,5499,Супермаркеты,2000,6,День,1637818,Суббота День
3635,offline,5499,Супермаркеты,2000,6,День,1637818,Суббота День
3636,offline,4111,Транспорт,90,6,Утро,1637818,Суббота Утро
3637,offline,5411,Супермаркеты,2000,7,Вечер,1637818,Воскресенье Вечер
3638,offline,5411,Супермаркеты,2000,7,Вечер,1637818,Воскресенье Вечер
3639,offline,5499,Супермаркеты,900,1,День,1642090,Понедельник День
3640,offline,5411,Супермаркеты,1500,1,День,1642090,Понедельник День
3641,offline,5814,Фаст Фуд,1100,2,Вечер,1642090,Вторник Вечер
3642,offline,5411,Супермаркеты,1000,2,Вечер,1642090,Вторник Вечер
3643,offline,5499,Супермаркеты,1000,3,Вечер,1642090,Среда Вечер
3644,offline,5411,Супермаркеты,1600,3,Вечер,1642090,Среда Вечер
