online_transaction_flg,code,category,transaction_amt,day_of_week,time_of_day,customer_id
0,5814,Фаст Фуд,300,7,День,2706006
0,5814,Фаст Фуд,300,7,День,2706006
0,5912,Аптеки,400,1,День,2730292
0,5499,Супермаркеты,60,2,Утро,2730292
0,5541,Топливо,500,3,Вечер,2730292
0,5411,Супермаркеты,100,3,День,2730292
0,5411,Супермаркеты,100,3,Вечер,2730292
0,5411,Супермаркеты,200,4,День,2730292
0,5411,Супермаркеты,300,5,День,2730292
0,5411,Супермаркеты,100,7,Вечер,2730292
1,5699,Одежда/Обувь,800,1,День,2732377
0,5999,Разные товары,100,1,Утро,2732377
0,5651,Одежда/Обувь,1200,1,Вечер,2732377
0,5411,Супермаркеты,900,1,Вечер,2732377
0,5411,Супермаркеты,300,1,Утро,2732377
0,5814,Фаст Фуд,200,1,День,2732377
0,5311,Разные товары,60,1,Вечер,2732377
0,5814,Фаст Фуд,70,1,Вечер,2732377
1,5399,Разные товары,1700,2,Ночь,2732377
0,5411,Супермаркеты,1300,2,Утро,2732377
0,5411,Супермаркеты,300,2,День,2732377
1,5699,Одежда/Обувь,800,3,День,2732377
0,5912,Аптеки,200,3,Вечер,2732377
0,5411,Супермаркеты,500,3,Утро,2732377
0,5411,Супермаркеты,700,3,Вечер,2732377
0,5411,Супермаркеты,100,3,День,2732377
0,5411,Супермаркеты,200,3,Утро,2732377
0,5411,Супермаркеты,800,3,День,2732377
0,5411,Супермаркеты,100,3,Вечер,2732377
0,7298,Красота,800,4,Утро,2732377
0,5912,Аптеки,1300,4,День,2732377
0,5411,Супермаркеты,300,4,День,2732377
0,5211,Дом/Ремонт,100,5,День,2732377
1,5964,Сервисные услуги,500,6,Вечер,2732377
0,5411,Супермаркеты,300,6,День,2732377
0,5945,Разные товары,500,7,Вечер,2732377
1,5964,Сервисные услуги,300,7,День,2732377
0,5945,Разные товары,1400,7,Вечер,2732377
0,5411,Супермаркеты,700,7,Вечер,2732377
0,5992,Цветы,3000,1,Вечер,2734388
1,5699,Одежда/Обувь,5700,1,Вечер,2734388
0,5411,Супермаркеты,700,1,Вечер,2734388
0,9222,Госсборы,500,2,Утро,2734388
0,9399,Госсборы,1500,2,Вечер,2734388
0,5814,Фаст Фуд,200,2,День,2734388
0,5977,Красота,200,3,Вечер,2734388
0,5921,Супермаркеты,200,3,Вечер,2734388
0,5921,Супермаркеты,400,5,Вечер,2734388
0,5814,Фаст Фуд,200,5,Вечер,2734388
0,5411,Супермаркеты,1900,5,Вечер,2734388
0,5992,Цветы,600,6,Утро,2734388
0,5411,Супермаркеты,1400,6,Вечер,2734388
0,5814,Фаст Фуд,400,6,Утро,2734388
0,5046,Дом/Ремонт,100,6,День,2734388
0,5814,Фаст Фуд,300,6,День,2734388
1,4111,Транспорт,500,7,День,2734388
1,4111,Транспорт,200,7,День,2734388
0,4111,Транспорт,40,7,Вечер,2734388
0,7991,Развлечения,800,7,День,2734388
0,7991,Развлечения,100,7,Вечер,2734388
0,5411,Супермаркеты,2800,7,Утро,2734388
0,5814,Фаст Фуд,700,7,Вечер,2734388
0,5411,Супермаркеты,1300,1,Утро,2736278
0,5411,Супермаркеты,1300,1,Утро,2736278
0,5814,Фаст Фуд,400,1,День,2736278
0,5411,Супермаркеты,1100,1,День,2736278
0,5814,Фаст Фуд,400,1,День,2736278
0,5411,Супермаркеты,1100,1,День,2736278
0,8299,Образование,6300,2,Вечер,2736278
0,8299,Образование,6300,2,Вечер,2736278
0,5814,Фаст Фуд,400,2,День,2736278
0,5912,Аптеки,1200,2,Вечер,2736278
0,5912,Аптеки,1200,2,Вечер,2736278
0,5411,Супермаркеты,1400,2,Вечер,2736278
0,8099,Медицинские услуги,400,2,Вечер,2736278
0,8099,Медицинские услуги,400,2,Вечер,2736278
0,5411,Супермаркеты,1100,2,День,2736278
0,5411,Супермаркеты,1400,2,Вечер,2736278
0,5814,Фаст Фуд,400,2,День,2736278
0,5411,Супермаркеты,1100,2,День,2736278
0,5541,Топливо,700,3,День,2736278
0,5541,Топливо,700,3,День,2736278
0,5411,Супермаркеты,400,3,Утро,2736278
1,5411,Супермаркеты,700,3,Вечер,2736278
1,5411,Супермаркеты,700,3,Вечер,2736278
0,5411,Супермаркеты,400,3,Утро,2736278
1,3423,Аренда авто,200,4,Ночь,2736278
0,5812,Рестораны,300,4,Вечер,2736278
0,5814,Фаст Фуд,100,4,День,2736278
1,3423,Аренда авто,200,4,Ночь,2736278
0,5812,Рестораны,300,4,Вечер,2736278
0,5411,Супермаркеты,800,4,День,2736278
0,5411,Супермаркеты,1200,4,Утро,2736278
0,5814,Фаст Фуд,100,4,День,2736278
0,5411,Супермаркеты,1200,4,Утро,2736278
0,5411,Супермаркеты,800,4,День,2736278
0,5411,Супермаркеты,100,5,День,2736278
0,5462,Супермаркеты,100,5,День,2736278
0,5462,Супермаркеты,100,5,День,2736278
0,5499,Супермаркеты,100,5,День,2736278
0,5422,Супермаркеты,200,5,День,2736278
0,5422,Супермаркеты,200,5,День,2736278
0,5499,Супермаркеты,100,5,День,2736278
0,5814,Фаст Фуд,2500,5,Вечер,2736278
0,5411,Супермаркеты,500,5,Вечер,2736278
0,5411,Супермаркеты,900,5,Вечер,2736278
0,5411,Супермаркеты,100,5,День,2736278
0,5411,Супермаркеты,400,5,Вечер,2736278
0,5411,Супермаркеты,900,5,Вечер,2736278
0,5411,Супермаркеты,400,5,Вечер,2736278
0,5814,Фаст Фуд,2500,5,Вечер,2736278
0,5411,Супермаркеты,500,5,Вечер,2736278
0,5992,Цветы,30,6,День,2736278
0,5992,Цветы,30,6,День,2736278
0,5541,Топливо,1500,6,День,2736278
0,5541,Топливо,1500,6,День,2736278
0,5411,Супермаркеты,1100,6,Вечер,2736278
0,5814,Фаст Фуд,1400,6,День,2736278
0,5411,Супермаркеты,1100,6,Вечер,2736278
0,5814,Фаст Фуд,1400,6,День,2736278
0,5814,Фаст Фуд,30,7,Вечер,2736278
0,5411,Супермаркеты,1400,7,День,2736278
0,5814,Фаст Фуд,30,7,Вечер,2736278
0,5411,Супермаркеты,1400,7,День,2736278
0,5814,Фаст Фуд,100,7,День,2736278
0,5814,Фаст Фуд,100,7,День,2736278
1,3423,Аренда авто,100,2,Вечер,2740846
1,5814,Фаст Фуд,600,2,Вечер,2740846
1,5814,Фаст Фуд,700,2,Вечер,2740846
1,5814,Фаст Фуд,700,3,День,2740846
1,5732,Разные товары,4200,5,День,2740846
1,5814,Фаст Фуд,600,5,Вечер,2740846
1,5814,Фаст Фуд,300,5,Вечер,2740846
1,5814,Фаст Фуд,900,5,Вечер,2740846
1,5814,Фаст Фуд,1000,5,Утро,2740846
1,3423,Аренда авто,100,6,Вечер,2740846
0,5411,Супермаркеты,2000,6,Утро,2752067
0,5411,Супермаркеты,500,6,День,2752067
0,5411,Супермаркеты,1500,6,Вечер,2752067
0,5912,Аптеки,90,7,Утро,2752067
0,9399,Госсборы,200,1,День,2761225
0,5993,Разные товары,700,1,День,2761225
0,5814,Фаст Фуд,80,1,День,2761225
0,5814,Фаст Фуд,300,1,День,2761225
0,5814,Фаст Фуд,1400,2,Ночь,2761225
0,5411,Супермаркеты,60,3,Утро,2761225
0,5993,Разные товары,700,5,Вечер,2761225
0,5411,Супермаркеты,1100,5,Вечер,2761225
0,5814,Фаст Фуд,800,5,День,2761225
0,5814,Фаст Фуд,1000,6,День,2761225
0,5411,Супермаркеты,1300,6,Утро,2761225
0,3429,Аренда авто,4400,7,Ночь,2761225
1,5812,Рестораны,800,7,День,2761225
0,3429,Аренда авто,200,7,Вечер,2761225
0,5814,Фаст Фуд,1300,7,Вечер,2761225
0,5814,Фаст Фуд,100,3,День,2780507
1,9222,Госсборы,200,5,Вечер,2780507
0,5411,Супермаркеты,30,5,Утро,2780507
0,5411,Супермаркеты,80,5,Утро,2780507
0,5411,Супермаркеты,800,5,Утро,2780507
0,5411,Супермаркеты,100,5,Утро,2780507
0,5411,Супермаркеты,100,5,Утро,2780507
0,5651,Одежда/Обувь,300,7,День,2780507
0,5541,Топливо,100,1,Вечер,2792874
1,4816,Связь/Телеком,600,2,Вечер,2792874
0,4111,Транспорт,100,2,Утро,2792874
0,5541,Топливо,2900,2,Вечер,2792874
1,4121,Транспорт,100,2,Вечер,2792874
0,5814,Фаст Фуд,200,2,Утро,2792874
0,5411,Супермаркеты,100,1,Вечер,2793399
1,4121,Транспорт,100,1,Ночь,2793399
1,4121,Транспорт,200,1,Ночь,2793399
0,5814,Фаст Фуд,500,1,Вечер,2793399
1,4121,Транспорт,100,3,Ночь,2793399
1,7512,Аренда авто,100,3,День,2793399
0,5813,Рестораны,800,4,Вечер,2793399
1,5812,Рестораны,1300,4,Вечер,2793399
0,4111,Транспорт,5,4,Утро,2793399
0,5411,Супермаркеты,400,4,Вечер,2793399
0,5921,Супермаркеты,700,5,Вечер,2793399
0,5814,Фаст Фуд,400,5,День,2793399
0,5814,Фаст Фуд,700,5,Вечер,2793399
1,7512,Аренда авто,100,6,Вечер,2793399
1,4121,Транспорт,100,6,Утро,2793399
1,7512,Аренда авто,70,7,Утро,2793399
1,7512,Аренда авто,100,7,Вечер,2793399
0,5411,Супермаркеты,200,7,Вечер,2793399
0,5411,Супермаркеты,200,7,Вечер,2793399
0,4111,Транспорт,90,1,Утро,2795415
0,6300,Финансовые услуги,900,1,Вечер,2795415
0,9399,Госсборы,5600,2,Утро,2795415
0,9399,Госсборы,300,2,Утро,2795415
0,4111,Транспорт,40,2,Вечер,2795415
1,4121,Транспорт,1400,2,Утро,2795415
1,4121,Транспорт,600,2,Утро,2795415
0,4111,Транспорт,90,3,Утро,2795415
0,4111,Транспорт,90,4,Утро,2795415
0,4111,Транспорт,90,5,Утро,2795415
1,5814,Фаст Фуд,900,5,Вечер,2795415
1,4121,Транспорт,300,6,День,2795415
1,4121,Транспорт,600,6,День,2795415
1,5814,Фаст Фуд,100,6,День,2795415
1,4121,Транспорт,300,6,Вечер,2795415
1,3423,Аренда авто,300,7,Вечер,2795415
0,7230,Красота,600,1,Вечер,2800236
1,5411,Супермаркеты,5000,1,Вечер,2800236
0,4111,Транспорт,90,1,Вечер,2800236
1,5411,Супермаркеты,6000,1,Вечер,2800236
1,5411,Супермаркеты,2200,1,Вечер,2800236
0,5691,Одежда/Обувь,300,1,Вечер,2800236
1,5411,Супермаркеты,2000,1,Вечер,2800236
1,5411,Супермаркеты,2400,1,Вечер,2800236
1,5411,Супермаркеты,2200,1,Вечер,2800236
0,5814,Фаст Фуд,200,1,Вечер,2800236
0,4111,Транспорт,90,2,Утро,2800236
0,5814,Фаст Фуд,500,2,День,2800236
0,5814,Фаст Фуд,90,2,Вечер,2800236
1,7999,Развлечения,70,3,Утро,2800236
1,3423,Аренда авто,100,3,День,2800236
0,4111,Транспорт,90,3,Утро,2800236
0,5411,Супермаркеты,300,3,Утро,2800236
0,5411,Супермаркеты,30,3,Утро,2800236
0,4111,Транспорт,40,4,День,2800236
0,5411,Супермаркеты,300,4,Утро,2800236
1,7999,Развлечения,100,5,Утро,2800236
1,4789,Транспорт,1,5,Утро,2800236
0,4111,Транспорт,40,5,Утро,2800236
0,5411,Супермаркеты,100,5,Вечер,2800236
0,5983,Топливо,40,5,День,2800236
0,5983,Топливо,100,5,День,2800236
0,5814,Фаст Фуд,70,5,День,2800236
0,5814,Фаст Фуд,60,5,Вечер,2800236
1,7999,Развлечения,100,6,Вечер,2800236
0,5411,Супермаркеты,200,6,Вечер,2800236
0,4111,Транспорт,40,6,Утро,2800236
0,5411,Супермаркеты,300,6,Утро,2800236
0,5814,Фаст Фуд,20,6,Вечер,2800236
0,5814,Фаст Фуд,90,7,Вечер,2800236
0,4111,Транспорт,90,7,Вечер,2800236
1,4121,Транспорт,300,2,Вечер,2800943
0,5411,Супермаркеты,80,3,День,2800943
0,4722,Турагентства,40,6,Вечер,2800943
1,4121,Транспорт,1300,6,Ночь,2800943
0,5814,Фаст Фуд,300,6,Утро,2800943
0,5411,Супермаркеты,300,1,Утро,2803500
0,5411,Супермаркеты,1100,1,День,2803500
0,5411,Супермаркеты,200,4,День,2803500
0,5411,Супермаркеты,4800,7,Утро,2803500
0,5814,Фаст Фуд,300,1,День,2804635
0,5411,Супермаркеты,100,1,Вечер,2804635
0,5814,Фаст Фуд,100,1,День,2804635
0,5814,Фаст Фуд,200,1,Вечер,2804635
0,5499,Супермаркеты,70,2,Утро,2804635
0,5411,Супермаркеты,100,2,День,2804635
1,5732,Разные товары,16000,3,Вечер,2804635
0,5814,Фаст Фуд,100,3,Утро,2804635
0,5814,Фаст Фуд,200,3,День,2804635
0,5814,Фаст Фуд,100,3,День,2804635
0,5814,Фаст Фуд,90,3,Вечер,2804635
1,8999,НКО,3000,4,Вечер,2804635
1,5814,Фаст Фуд,400,4,День,2804635
1,5499,Супермаркеты,2100,4,Вечер,2804635
1,4121,Транспорт,500,4,Утро,2804635
0,5411,Супермаркеты,100,4,Вечер,2804635
0,5814,Фаст Фуд,200,4,Утро,2804635
0,5814,Фаст Фуд,200,4,Утро,2804635
1,5811,Рестораны,1500,5,Вечер,2804635
1,8099,Медицинские услуги,3500,5,Утро,2804635
1,5814,Фаст Фуд,600,5,Вечер,2804635
1,4121,Транспорт,300,6,Вечер,2804635
0,5411,Супермаркеты,200,6,Вечер,2804635
1,4121,Транспорт,400,7,Ночь,2804635
0,5411,Супермаркеты,1100,7,Вечер,2804635
1,5735,Музыка,200,1,День,2814163
1,4121,Транспорт,8,1,День,2814163
1,4121,Транспорт,400,1,День,2814163
0,5814,Фаст Фуд,200,1,День,2814163
0,5411,Супермаркеты,300,1,Вечер,2814163
0,5411,Супермаркеты,100,3,Вечер,2814163
1,8398,НКО,50,3,Ночь,2814163
1,8398,НКО,30,3,Ночь,2814163
0,5411,Супермаркеты,60,3,День,2814163
1,4812,Связь/Телеком,500,3,Вечер,2814163
1,4812,Связь/Телеком,400,3,Вечер,2814163
0,4131,Транспорт,30,3,День,2814163
0,5411,Супермаркеты,600,3,Вечер,2814163
1,5814,Фаст Фуд,700,3,Утро,2814163
1,8398,НКО,20,4,Ночь,2814163
1,8398,НКО,40,4,Ночь,2814163
1,8398,НКО,20,4,Ночь,2814163
0,5411,Супермаркеты,70,4,Вечер,2814163
1,4121,Транспорт,500,4,Утро,2814163
1,4121,Транспорт,300,4,Вечер,2814163
1,5814,Фаст Фуд,600,4,День,2814163
1,4121,Транспорт,200,5,Утро,2814163
1,4121,Транспорт,100,5,Утро,2814163
1,5814,Фаст Фуд,900,6,Вечер,2814163
0,5411,Супермаркеты,900,6,День,2814163
0,5411,Супермаркеты,300,7,День,2814163
0,5542,Топливо,1500,2,Вечер,2818662
1,9399,Госсборы,20,2,Вечер,2818662
0,5541,Топливо,800,2,Вечер,2818662
1,9399,Госсборы,30,2,Вечер,2818662
0,5814,Фаст Фуд,40,2,День,2818662
0,5812,Рестораны,400,2,День,2818662
0,5814,Фаст Фуд,200,2,День,2818662
0,5541,Топливо,200,3,Ночь,2818662
0,4111,Транспорт,90,3,День,2818662
0,5814,Фаст Фуд,100,3,День,2818662
0,5411,Супермаркеты,200,3,Вечер,2818662
0,5542,Топливо,600,4,Вечер,2818662
0,4789,Транспорт,100,4,Вечер,2818662
0,5411,Супермаркеты,70,4,День,2818662
0,5814,Фаст Фуд,200,4,День,2818662
0,5411,Супермаркеты,90,4,Вечер,2818662
0,5812,Рестораны,100,5,Вечер,2818662
0,5541,Топливо,100,5,Вечер,2818662
1,4121,Транспорт,100,5,Ночь,2818662
0,5411,Супермаркеты,200,5,Вечер,2818662
0,5542,Топливо,1000,6,Ночь,2818662
0,5411,Супермаркеты,600,6,Ночь,2818662
0,5542,Топливо,1200,7,День,2818662
0,7542,Автоуслуги,200,7,День,2818662
0,7542,Автоуслуги,1100,7,День,2818662
0,5541,Топливо,200,7,Вечер,2818662
0,7538,Автоуслуги,9900,7,День,2818662
0,5541,Топливо,400,7,Утро,2818662
0,5411,Супермаркеты,50,7,Вечер,2818662
0,5814,Фаст Фуд,300,7,Вечер,2818662
0,5814,Фаст Фуд,70,7,День,2818662
1,5399,Разные товары,1700,1,Ночь,2824018
0,4111,Транспорт,200,1,Утро,2824018
1,5533,Автоуслуги,2700,2,Ночь,2824018
1,5399,Разные товары,1300,2,Ночь,2824018
1,5964,Сервисные услуги,600,3,Ночь,2824018
0,4111,Транспорт,500,4,Утро,2824018
0,4111,Транспорт,200,4,Утро,2824018
1,5399,Разные товары,1700,4,Ночь,2824018
1,9222,Госсборы,200,5,Утро,2824018
1,9222,Госсборы,700,5,Ночь,2824018
0,4111,Транспорт,200,5,Утро,2824018
0,5712,Дом/Ремонт,1700,6,Вечер,2824018
0,5941,Спорттовары,5700,6,Вечер,2824018
1,5541,Топливо,2800,6,Вечер,2824018
0,5813,Рестораны,1100,6,Ночь,2824018
0,5411,Супермаркеты,800,6,Вечер,2824018
0,5411,Супермаркеты,200,6,Вечер,2824018
0,5411,Супермаркеты,8600,7,День,2824018
0,5411,Супермаркеты,400,1,Вечер,2842135
0,5411,Супермаркеты,400,1,Вечер,2842135
0,5411,Супермаркеты,500,2,Вечер,2842135
0,5411,Супермаркеты,500,2,Вечер,2842135
0,7230,Красота,2200,3,Вечер,2842135
0,7230,Красота,2200,3,Вечер,2842135
0,5411,Супермаркеты,200,4,День,2842135
0,5411,Супермаркеты,200,4,День,2842135
0,5411,Супермаркеты,30,5,День,2842135
0,5411,Супермаркеты,2200,5,Вечер,2842135
0,5944,Одежда/Обувь,4400,5,День,2842135
0,5944,Одежда/Обувь,4400,5,День,2842135
0,5411,Супермаркеты,2200,5,Вечер,2842135
0,5411,Супермаркеты,30,5,День,2842135
1,4511,Авиабилеты,6900,1,Ночь,2849001
1,5399,Разные товары,1300,1,Вечер,2849001
0,5814,Фаст Фуд,200,1,Утро,2849001
0,5411,Супермаркеты,200,1,День,2849001
0,5411,Супермаркеты,100,2,Утро,2849001
0,5411,Супермаркеты,200,2,День,2849001
0,5814,Фаст Фуд,100,2,Вечер,2849001
0,5814,Фаст Фуд,90,2,Утро,2849001
0,5411,Супермаркеты,200,3,Утро,2849001
0,5411,Супермаркеты,100,3,День,2849001
0,5814,Фаст Фуд,100,3,Вечер,2849001
0,5814,Фаст Фуд,100,3,Вечер,2849001
0,5814,Фаст Фуд,100,3,Утро,2849001
0,5411,Супермаркеты,400,3,Вечер,2849001
0,5993,Разные товары,100,4,Вечер,2849001
0,5651,Одежда/Обувь,200,4,Утро,2849001
0,5411,Супермаркеты,200,4,Утро,2849001
0,5411,Супермаркеты,200,4,День,2849001
1,5814,Фаст Фуд,100,4,Вечер,2849001
0,5912,Аптеки,100,4,Вечер,2849001
0,5411,Супермаркеты,200,4,День,2849001
0,5411,Супермаркеты,100,5,Утро,2849001
0,4111,Транспорт,40,5,Вечер,2849001
0,5814,Фаст Фуд,100,5,Утро,2849001
0,5814,Фаст Фуд,400,5,Вечер,2849001
0,5814,Фаст Фуд,100,5,День,2849001
0,5200,Дом/Ремонт,1300,6,Утро,2849001
0,5814,Фаст Фуд,400,6,Утро,2849001
0,4131,Транспорт,20,7,День,2849001
0,4131,Транспорт,20,7,День,2849001
0,5921,Супермаркеты,40,7,Утро,2849001
0,4131,Транспорт,20,7,Вечер,2849001
0,5812,Рестораны,2100,7,День,2849001
1,4121,Транспорт,300,7,Вечер,2849001
0,4111,Транспорт,90,7,Вечер,2849001
1,5814,Фаст Фуд,2000,7,Вечер,2849001
0,5814,Фаст Фуд,100,7,Вечер,2849001
0,5411,Супермаркеты,70,7,День,2849001
1,3423,Аренда авто,1,1,Вечер,2856365
0,4111,Транспорт,100,1,Утро,2856365
1,7841,Кино,100,1,Вечер,2856365
0,5912,Аптеки,500,1,Утро,2856365
0,5411,Супермаркеты,60,1,Вечер,2856365
1,7841,Кино,300,2,Вечер,2856365
0,4111,Транспорт,100,2,Утро,2856365
0,5814,Фаст Фуд,2300,2,Ночь,2856365
0,4111,Транспорт,90,3,Утро,2856365
1,5411,Супермаркеты,1300,3,Вечер,2856365
0,5411,Супермаркеты,100,3,Вечер,2856365
0,4111,Транспорт,100,4,Утро,2856365
0,5411,Супермаркеты,100,4,Вечер,2856365
0,4111,Транспорт,90,5,Утро,2856365
0,7832,Кино,1600,6,Вечер,2856365
1,7832,Кино,1600,6,День,2856365
1,4121,Транспорт,600,6,Вечер,2856365
0,5411,Супермаркеты,1800,6,Ночь,2856365
1,4121,Транспорт,800,6,Вечер,2856365
1,5814,Фаст Фуд,1000,6,День,2856365
1,5411,Супермаркеты,500,6,Утро,2856365
0,5411,Супермаркеты,200,6,Вечер,2856365
1,7999,Развлечения,90,7,День,2856365
1,4121,Транспорт,100,7,Вечер,2856365
0,7997,Развлечения,100,7,Вечер,2856365
0,5812,Рестораны,1600,7,День,2856365
1,7999,Развлечения,90,7,День,2856365
0,5812,Рестораны,700,7,День,2856365
1,4121,Транспорт,500,7,Вечер,2856365
1,4121,Транспорт,500,7,День,2856365
0,5993,Разные товары,900,1,Утро,2867744
1,4121,Транспорт,300,1,Вечер,2867744
0,4111,Транспорт,40,1,Утро,2867744
1,4112,Ж/д билеты,2700,2,Вечер,2867744
1,4112,Ж/д билеты,4500,2,Вечер,2867744
0,4111,Транспорт,40,3,Утро,2867744
0,5921,Супермаркеты,100,3,Вечер,2867744
1,4121,Транспорт,300,3,Вечер,2867744
1,5814,Фаст Фуд,400,3,Вечер,2867744
1,5411,Супермаркеты,800,4,Вечер,2867744
1,5814,Фаст Фуд,7,4,День,2867744
1,5814,Фаст Фуд,100,4,День,2867744
1,5814,Фаст Фуд,700,4,Вечер,2867744
1,5814,Фаст Фуд,1200,4,Утро,2867744
0,5712,Дом/Ремонт,900,5,День,2867744
0,5921,Супермаркеты,100,5,Вечер,2867744
0,4111,Транспорт,40,5,День,2867744
0,5499,Супермаркеты,200,5,Утро,2867744
0,5814,Фаст Фуд,100,5,День,2867744
0,5814,Фаст Фуд,200,5,Вечер,2867744
0,5411,Супермаркеты,400,5,Вечер,2867744
0,5977,Красота,400,5,Вечер,2867744
1,4121,Транспорт,500,5,Вечер,2867744
0,5814,Фаст Фуд,100,5,Вечер,2867744
0,5814,Фаст Фуд,100,6,Утро,2867744
0,5812,Рестораны,2800,6,День,2867744
0,4111,Транспорт,40,6,Утро,2867744
1,4121,Транспорт,200,6,Вечер,2867744
0,5411,Супермаркеты,100,6,Вечер,2867744
1,5814,Фаст Фуд,200,6,Вечер,2867744
0,5814,Фаст Фуд,400,6,День,2867744
0,5814,Фаст Фуд,2300,6,Вечер,2867744
1,5814,Фаст Фуд,1100,7,Вечер,2867744
0,5814,Фаст Фуд,200,1,День,2881397
0,5411,Супермаркеты,2000,1,Вечер,2881397
0,5814,Фаст Фуд,70,2,Ночь,2881397
0,5814,Фаст Фуд,200,2,День,2881397
0,5814,Фаст Фуд,80,2,Вечер,2881397
0,5814,Фаст Фуд,200,3,День,2881397
1,9311,Госсборы,3500,4,Ночь,2881397
0,5812,Рестораны,500,4,Вечер,2881397
0,5814,Фаст Фуд,400,5,Утро,2881397
0,5814,Фаст Фуд,200,5,День,2881397
0,5541,Топливо,1900,6,День,2881397
0,5814,Фаст Фуд,500,6,День,2881397
0,5722,Дом/Ремонт,3400,7,Ночь,2881397
0,5722,Дом/Ремонт,3400,7,Вечер,2881397
0,7911,Развлечения,100,7,Утро,2881397
0,5812,Рестораны,400,1,Вечер,2903823
0,5200,Дом/Ремонт,6200,1,День,2903823
0,5699,Одежда/Обувь,2100,1,День,2903823
0,5651,Одежда/Обувь,900,1,День,2903823
0,5921,Супермаркеты,400,1,Вечер,2903823
0,5812,Рестораны,200,1,День,2903823
0,5814,Фаст Фуд,1100,1,Вечер,2903823
0,4131,Транспорт,20,1,День,2903823
1,5814,Фаст Фуд,500,1,День,2903823
1,5814,Фаст Фуд,40,2,Вечер,2903823
0,5921,Супермаркеты,300,2,Вечер,2903823
1,5814,Фаст Фуд,600,2,Вечер,2903823
0,5940,Спорттовары,700,2,День,2903823
0,7011,Отели,100,3,Вечер,2903823
1,4511,Авиабилеты,7100,3,День,2903823
1,7999,Развлечения,100,3,Вечер,2903823
1,7999,Развлечения,90,3,Вечер,2903823
0,5813,Рестораны,1300,3,Вечер,2903823
0,5812,Рестораны,70,3,День,2903823
1,4121,Транспорт,60,3,День,2903823
1,4121,Транспорт,100,3,Вечер,2903823
0,5499,Супермаркеты,100,3,Вечер,2903823
1,4121,Транспорт,400,3,День,2903823
0,5814,Фаст Фуд,300,3,Вечер,2903823
0,5814,Фаст Фуд,900,3,Вечер,2903823
1,7999,Развлечения,100,3,Вечер,2903823
1,4121,Транспорт,100,3,День,2903823
0,5814,Фаст Фуд,1100,3,День,2903823
0,7011,Отели,50,4,Ночь,2903823
0,5812,Рестораны,5300,4,Вечер,2903823
0,5941,Спорттовары,400,4,День,2903823
0,5813,Рестораны,1300,4,Вечер,2903823
0,5813,Рестораны,1300,4,День,2903823
1,4121,Транспорт,100,4,Вечер,2903823
1,4121,Транспорт,100,4,Вечер,2903823
0,5411,Супермаркеты,1100,4,Вечер,2903823
1,4121,Транспорт,90,4,День,2903823
0,5814,Фаст Фуд,1500,4,Ночь,2903823
1,4121,Транспорт,90,4,День,2903823
1,4121,Транспорт,100,4,Ночь,2903823
1,4121,Транспорт,200,4,Ночь,2903823
0,5814,Фаст Фуд,2700,4,Ночь,2903823
1,5814,Фаст Фуд,200,4,Ночь,2903823
0,5814,Фаст Фуд,700,4,Вечер,2903823
0,5814,Фаст Фуд,900,4,День,2903823
0,5814,Фаст Фуд,600,4,День,2903823
0,5813,Рестораны,1300,5,День,2903823
0,5813,Рестораны,1300,5,Вечер,2903823
1,4511,Авиабилеты,3200,5,Вечер,2903823
1,4121,Транспорт,100,5,Вечер,2903823
0,5814,Фаст Фуд,300,5,День,2903823
1,4121,Транспорт,100,5,Вечер,2903823
0,5814,Фаст Фуд,200,5,Вечер,2903823
0,5814,Фаст Фуд,1300,5,Вечер,2903823
1,4121,Транспорт,200,6,Ночь,2903823
0,7011,Отели,50,7,Вечер,2903823
0,7011,Отели,300,7,Ночь,2903823
1,4121,Транспорт,100,7,Вечер,2903823
1,3423,Аренда авто,200,7,Утро,2903823
1,4121,Транспорт,90,7,Вечер,2903823
1,4121,Транспорт,90,7,Вечер,2903823
1,4121,Транспорт,100,7,Утро,2903823
1,5814,Фаст Фуд,200,7,Вечер,2903823
1,4121,Транспорт,100,7,День,2903823
0,5814,Фаст Фуд,1700,7,Вечер,2903823
0,5813,Рестораны,1300,7,Вечер,2903823
1,4121,Транспорт,100,7,Вечер,2903823
0,5814,Фаст Фуд,500,7,День,2903823
0,5814,Фаст Фуд,2400,7,Вечер,2903823
0,5411,Супермаркеты,100,2,День,2914755
0,4111,Транспорт,90,2,День,2914755
0,5411,Супермаркеты,800,2,Вечер,2914755
0,5411,Супермаркеты,200,3,Вечер,2914755
0,5814,Фаст Фуд,100,3,День,2914755
0,5411,Супермаркеты,300,3,Вечер,2914755
1,5814,Фаст Фуд,500,3,День,2914755
1,5811,Рестораны,700,4,Вечер,2914755
1,5814,Фаст Фуд,60,4,День,2914755
0,5993,Разные товары,600,4,День,2914755
0,4111,Транспорт,40,5,День,2914755
1,5814,Фаст Фуд,300,5,День,2914755
0,5411,Супермаркеты,300,5,Вечер,2914755
0,7911,Развлечения,3000,5,День,2914755
0,5995,Животные,200,5,Вечер,2914755
0,5411,Супермаркеты,300,5,Ночь,2914755
0,5411,Супермаркеты,100,6,Вечер,2914755
1,5814,Фаст Фуд,200,6,Вечер,2914755
0,5411,Супермаркеты,400,6,Вечер,2914755
0,5411,Супермаркеты,200,6,Вечер,2914755
1,5814,Фаст Фуд,200,7,День,2914755
0,5814,Фаст Фуд,400,1,Утро,2920476
